person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,severity_cons,dur_cons,util_cons,prin_up,prin_vi,moral_int,ESA,CST,loan_status
27,140004,MORTGAGE,11,VENTURE,A,9800,5.42,0.07,N,6,0.00489986,0.121428571,0.224,0.5,0.142857143,0.8,-0.185992344,0.188937122,0
34,140004,MORTGAGE,4,DEBTCONSOLIDATION,A,12000,12,0.09,N,8,0.007714065,0.051111111,0.137142857,0.5,0.142857143,0.4,-0.112829571,0.159413162,0
32,140304,MORTGAGE,8,MEDICAL,A,20000,6.91,0.14,N,10,0.019956666,0.090909091,0.571428571,0.5,0.142857143,1,0.290516583,0.212613672,0
27,75000,RENT,2,DEBTCONSOLIDATION,C,15000,14.35,0.2,N,5,0.04,0.031666667,0.171428571,0.5,0.428571429,0.4,-0.102539683,0.162060807,0
27,140987,MORTGAGE,5,VENTURE,A,6450,5.99,0.05,N,10,0.002287445,0.060909091,0.147428571,0.5,0.142857143,0.8,-0.148738124,0.192970115,0
29,141000,MORTGAGE,1,VENTURE,A,8000,6.99,0.06,N,9,0.003404255,0.021,0.182857143,0.5,0.142857143,0.8,-0.147841135,0.193961062,0
28,141000,MORTGAGE,4,HOMEIMPROVEMENT,A,9000,7.14,0.06,N,8,0.003829787,0.051111111,0.128571429,0.5,0.142857143,0.5,-0.117508049,0.166591413,0
28,141996,MORTGAGE,3,VENTURE,A,13000,12,0.09,N,7,0.008239669,0.04125,0.297142857,0.5,0.142857143,0.8,-0.185006769,0.191660608,0
27,129996,MORTGAGE,2,VENTURE,D,12800,14.84,0.1,Y,7,0.009846457,0.03125,0.292571429,0,1,0.8,-0.072978103,0.231994212,1
32,130000,MORTGAGE,3,DEBTCONSOLIDATION,B,5000,12,0.04,N,9,0.001538462,0.041,0.057142857,0.5,0.285714286,0.4,-0.075724542,0.163101017,1
30,142000,MORTGAGE,5,VENTURE,B,10000,11.12,0.07,N,8,0.004929577,0.061111111,0.228571429,0.5,0.285714286,0.8,-0.159706088,0.1888289,0
28,142000,MORTGAGE,3,EDUCATION,B,18000,10.38,0.13,N,8,0.016478873,0.041111111,0.462857143,0.5,0.285714286,0.9,-0.227928758,0.199194328,0
29,142000,OWN,14,EDUCATION,B,24250,11.48,0.17,N,7,0.02903169,0.15125,0.623571429,0.5,0.285714286,0.9,0.303503689,0.196858883,0
33,69000,RENT,3,HOMEIMPROVEMENT,B,15000,10.62,0.22,N,7,0.047826087,0.04125,0.214285714,0.5,0.285714286,0.5,-0.138039337,0.161581085,1
30,110925,MORTGAGE,1,MEDICAL,D,25000,15.33,0.19,N,9,0.042821726,0.021,0.714285714,0.5,0.571428571,1,0.281781032,0.215076508,1
30,143000,MORTGAGE,11,PERSONAL,A,18000,8.49,0.13,N,7,0.016363636,0.12125,0.308571429,0.5,0.142857143,0.6,-0.195554113,0.169080374,0
29,143000,MORTGAGE,2,HOMEIMPROVEMENT,A,16800,6.17,0.12,N,9,0.014097902,0.031,0.24,0.5,0.142857143,0.5,-0.144597536,0.165634256,0
27,75000,RENT,7,VENTURE,B,15000,11.14,0.2,N,6,0.04,0.081428571,0.342857143,0.5,0.285714286,0.8,-0.204952381,0.184533763,0
33,143004,MORTGAGE,17,VENTURE,A,10000,6.99,0.07,N,9,0.004894968,0.181,0.228571429,0.5,0.142857143,0.8,-0.203095801,0.18699961,0
34,143150,MORTGAGE,0,VENTURE,A,12000,9.32,0.08,N,6,0.006706252,0.011428571,0.274285714,0.5,0.142857143,0.8,-0.170550239,0.193333431,0
35,143485,MORTGAGE,10,PERSONAL,B,8000,10.62,0.06,N,7,0.003345297,0.11125,0.137142857,0.5,0.285714286,0.6,-0.132273032,0.170478101,0
30,143500,MORTGAGE,0,HOMEIMPROVEMENT,B,20000,11.89,0.14,N,8,0.019512195,0.011111111,0.285714286,0.5,0.285714286,0.5,-0.141499548,0.165177758,0
27,144000,MORTGAGE,11,EDUCATION,D,16000,16.77,0.11,Y,6,0.012222222,0.121428571,0.411428571,0,1,0.9,-0.137354497,0.234014104,0
27,144000,MORTGAGE,11,DEBTCONSOLIDATION,A,11000,8.9,0.08,N,6,0.006111111,0.121428571,0.125714286,0.5,0.142857143,0.4,-0.12810582,0.157080546,0
33,144000,MORTGAGE,1,MEDICAL,A,5000,8.9,0.03,N,10,0.001041667,0.020909091,0.142857143,0.5,0.142857143,1,-0.152520202,0.215929393,0
28,144000,MORTGAGE,12,MEDICAL,A,35000,8.9,0.24,N,7,0.058333333,0.13125,1,0.5,0.142857143,1,0.425793651,0.231036323,0
35,144000,MORTGAGE,0,EDUCATION,A,35000,12,0.24,N,9,0.058333333,0.011,0.9,0.5,0.142857143,0.9,0.359060317,0.223115685,0
29,144000,MORTGAGE,13,VENTURE,A,16000,6.62,0.11,N,9,0.012222222,0.141,0.365714286,0.5,0.142857143,0.8,-0.230954497,0.18723208,0
29,144000,MORTGAGE,11,MEDICAL,B,7000,10.59,0.05,N,10,0.002430556,0.120909091,0.2,0.5,0.285714286,1,-0.183366763,0.207741871,0
30,144000,MORTGAGE,7,MEDICAL,A,6000,8.49,0.04,N,8,0.001666667,0.081111111,0.171428571,0.5,0.142857143,1,-0.176359788,0.212775215,0
28,144000,OWN,11,MEDICAL,D,7000,15.99,0.05,Y,10,0.002430556,0.120909091,0.2,0,1,1,-0.086223906,0.244185738,0
28,144000,MORTGAGE,12,PERSONAL,A,30000,12,0.21,N,5,0.04375,0.131666667,0.514285714,0.5,0.142857143,0.6,0.260492063,0.172459005,0
27,144000,MORTGAGE,6,MEDICAL,A,5000,7.49,0.03,N,5,0.001041667,0.071666667,0.142857143,0.5,0.142857143,1,-0.166055556,0.213868167,0
30,144000,MORTGAGE,12,PERSONAL,C,35000,12.68,0.24,N,8,0.058333333,0.131111111,0.6,0.5,0.428571429,0.6,0.264232804,0.17083221,0
27,75127,RENT,11,HOMEIMPROVEMENT,B,15000,10.64,0.2,N,6,0.039932381,0.121428571,0.214285714,0.5,0.285714286,0.5,-0.157315302,0.157529719,0
29,144000,MORTGAGE,4,DEBTCONSOLIDATION,C,5000,13.06,0.03,N,7,0.001041667,0.05125,0.057142857,0.5,0.428571429,0.4,-0.066896825,0.167739296,0
30,144000,MORTGAGE,2,VENTURE,A,6000,6.91,0.04,N,6,0.001666667,0.031428571,0.137142857,0.5,0.142857143,0.8,-0.137968254,0.194538324,0
30,69600,RENT,0,PERSONAL,D,15000,14.59,0.22,N,7,0.047413793,0.01125,0.257142857,0.5,0.571428571,0.6,-0.126500821,0.17901384,1
27,144000,MORTGAGE,4,DEBTCONSOLIDATION,C,21000,13.57,0.15,Y,8,0.021875,0.051111111,0.24,0,0.928571429,0.4,-0.041177249,0.206811564,0
28,76000,RENT,2,HOMEIMPROVEMENT,C,15000,12.73,0.2,Y,9,0.039473684,0.031,0.214285714,0,0.928571429,0.5,-0.041650125,0.209935328,0
33,144000,MORTGAGE,13,EDUCATION,D,19000,12,0.13,N,8,0.017152778,0.141111111,0.488571429,0.5,0.571428571,0.9,-0.238775132,0.195141939,0
31,76000,RENT,2,PERSONAL,A,15000,7.88,0.2,N,7,0.039473684,0.03125,0.257142857,0.5,0.142857143,0.6,-0.164002506,0.171983731,0
30,144997,MORTGAGE,14,PERSONAL,B,25000,11.83,0.17,N,5,0.029310951,0.151666667,0.428571429,0.5,0.285714286,0.6,-0.22768927,0.165129082,0
30,145000,MORTGAGE,3,HOMEIMPROVEMENT,A,9600,7.9,0.07,N,6,0.004634483,0.041428571,0.137142857,0.5,0.142857143,0.5,-0.117426338,0.166797041,0
31,20000,OWN,1,HOMEIMPROVEMENT,A,5000,8.59,0.25,N,8,0.0625,0.021111111,0.071428571,1,0.142857143,0.5,-0.149915344,0.215499868,0
29,145000,MORTGAGE,0,VENTURE,D,14000,16.77,0.1,Y,5,0.009655172,0.011666667,0.32,0,1,0.8,-0.075019157,0.232708516,0
30,145000,MORTGAGE,4,DEBTCONSOLIDATION,B,6000,10.59,0.04,N,8,0.001655172,0.051111111,0.068571429,0.5,0.285714286,0.4,-0.08149958,0.162096226,0
32,71000,RENT,2,EDUCATION,D,15000,15.95,0.21,N,9,0.044366197,0.031,0.385714286,0.5,0.571428571,0.9,-0.18924051,0.19968419,1
29,20000,OWN,0,VENTURE,A,3000,8,0.15,N,5,0.0225,0.011666667,0.068571429,1,0.142857143,0.8,-0.159968254,0.232023356,0
31,77000,RENT,2,PERSONAL,A,15000,8.38,0.19,N,8,0.037012987,0.031111111,0.257142857,0.5,0.142857143,0.6,-0.163309283,0.172129002,0
28,145000,MORTGAGE,9,VENTURE,B,25000,12,0.17,N,9,0.029310345,0.101,0.571428571,0.5,0.285714286,0.8,0.268273235,0.18870566,0
30,79000,RENT,5,EDUCATION,F,15000,12,0.19,N,7,0.036075949,0.06125,0.385714286,0.5,0.857142857,0.9,-0.172239301,0.212016041,0
30,145000,MORTGAGE,4,EDUCATION,B,12000,12,0.08,N,8,0.00662069,0.051111111,0.308571429,0.5,0.285714286,0.9,-0.186823718,0.198380716,0
32,145000,MORTGAGE,1,DEBTCONSOLIDATION,B,20000,11.36,0.14,N,8,0.019310345,0.021111111,0.228571429,0.5,0.285714286,0.4,-0.120874293,0.15878785,0
28,80000,RENT,0,MEDICAL,C,15000,13.49,0.19,N,5,0.035625,0.011666667,0.428571429,0.5,0.428571429,1,-0.212611111,0.20859845,0
29,145000,MORTGAGE,0,VENTURE,B,25000,10.08,0.17,N,8,0.029310345,0.011111111,0.571428571,0.5,0.285714286,0.8,0.244302864,0.194322627,0
28,133000,MORTGAGE,6,DEBTCONSOLIDATION,E,20000,12,0.15,Y,5,0.022556391,0.071666667,0.228571429,0,1,0.4,-0.03807853,0.214096248,1
27,145986,MORTGAGE,2,MEDICAL,A,5500,5.42,0.04,N,6,0.001506994,0.031428571,0.157142857,0.5,0.142857143,1,-0.159259008,0.21511168,0
34,113900,MORTGAGE,5,MEDICAL,E,35000,18.64,0.26,N,10,0.079894644,0.060909091,1,0.5,0.714285714,1,0.367071472,0.226867936,1
27,146000,MORTGAGE,5,MEDICAL,A,2500,8.49,0.02,N,5,0.000342466,0.061666667,0.071428571,0.5,0.142857143,1,-0.144154816,0.216455853,0
29,146000,MORTGAGE,12,MEDICAL,A,3800,6.39,0.03,N,6,0.000780822,0.131428571,0.108571429,0.5,0.142857143,1,-0.172779648,0.212898999,0
31,146000,MORTGAGE,12,EDUCATION,E,2500,16.7,0.02,N,9,0.000342466,0.131,0.064285714,0.5,0.714285714,0.9,-0.107024658,0.212427109,0
29,80000,RENT,13,MEDICAL,B,15000,10.37,0.19,N,8,0.035625,0.141111111,0.428571429,0.5,0.285714286,1,-0.258558201,0.202497907,0
29,80000,RENT,13,MEDICAL,C,15000,13.72,0.19,Y,5,0.035625,0.141666667,0.428571429,0,0.928571429,1,-0.167277778,0.233942339,0
28,147500,MORTGAGE,12,DEBTCONSOLIDATION,B,10000,11.12,0.07,N,7,0.004745763,0.13125,0.114285714,0.5,0.285714286,0.4,-0.115884584,0.156645581,0
27,19200,OWN,3,PERSONAL,A,8000,8.9,0.42,N,8,0.175,0.041111111,0.137142857,1,0.142857143,0.6,-0.210772487,0.212189664,1
28,80000,RENT,2,DEBTCONSOLIDATION,B,15000,11.48,0.19,N,5,0.035625,0.031666667,0.171428571,0.5,0.285714286,0.4,-0.112801587,0.157725391,0
27,147884,MORTGAGE,4,HOMEIMPROVEMENT,B,4500,11.49,0.03,N,5,0.000912878,0.051666667,0.064285714,0.5,0.285714286,0.5,-0.088306926,0.168484687,0
33,148000,MORTGAGE,17,VENTURE,C,8000,13.98,0.05,Y,5,0.002702703,0.181666667,0.182857143,0,0.928571429,0.8,-0.087641356,0.222716518,0
29,136000,MORTGAGE,4,DEBTCONSOLIDATION,D,7775,14.96,0.06,Y,5,0.003430147,0.051666667,0.088857143,0,1,0.4,0.009612278,0.217978816,1
33,82000,RENT,5,VENTURE,C,15000,14.35,0.18,N,7,0.032926829,0.06125,0.342857143,0.5,0.428571429,0.8,-0.186256678,0.186368651,0
29,83500,RENT,1,HOMEIMPROVEMENT,C,15000,13.43,0.18,Y,10,0.032335329,0.020909091,0.214285714,0,0.928571429,0.5,-0.037055655,0.210649659,0
27,149616,OWN,0,MEDICAL,C,15000,11.03,0.1,N,10,0.010025666,0.010909091,0.428571429,0.5,0.428571429,1,-0.205582602,0.21022902,0
28,84000,RENT,3,HOMEIMPROVEMENT,B,15000,11.86,0.18,N,9,0.032142857,0.041,0.214285714,0.5,0.285714286,0.5,-0.133790476,0.162613401,0
32,84000,RENT,7,DEBTCONSOLIDATION,B,15000,10.99,0.18,N,7,0.032142857,0.08125,0.171428571,0.5,0.285714286,0.4,-0.125095238,0.155030596,0
32,150000,MORTGAGE,16,MEDICAL,A,16000,6.03,0.11,N,10,0.011733333,0.170909091,0.457142857,0.5,0.142857143,1,-0.279180837,0.20735859,0
33,150000,MORTGAGE,17,VENTURE,A,14000,6.62,0.09,N,7,0.0084,0.18125,0.32,0.5,0.142857143,0.8,-0.228478095,0.185943544,0
34,150000,MORTGAGE,18,DEBTCONSOLIDATION,A,6000,6.03,0.04,N,10,0.0016,0.190909091,0.068571429,0.5,0.142857143,0.4,-0.1301929,0.158200537,0
32,150000,MORTGAGE,11,PERSONAL,A,20000,7.9,0.13,N,10,0.017333333,0.120909091,0.342857143,0.5,0.142857143,0.6,-0.204864646,0.169395499,0
34,138000,MORTGAGE,18,HOMEIMPROVEMENT,E,2400,19.91,0.02,Y,7,0.000347826,0.19125,0.034285714,0,1,0.5,-0.020235611,0.219346209,1
34,150000,MORTGAGE,1,VENTURE,B,28000,11.71,0.19,N,5,0.035466667,0.021666667,0.64,0.5,0.285714286,0.8,0.267045079,0.196224217,0
32,66725,RENT,4,MEDICAL,B,15000,12,0.19,N,5,0.042712626,0.051666667,0.428571429,0.5,0.285714286,1,-0.236596383,0.206614241,1
29,78996,RENT,0,HOMEIMPROVEMENT,D,15000,15.7,0.19,Y,7,0.036077776,0.01125,0.214285714,0,1,0.5,-0.029763597,0.218500597,1
35,150000,MORTGAGE,16,HOMEIMPROVEMENT,A,10000,7.9,0.07,N,9,0.004666667,0.171,0.142857143,0.5,0.142857143,0.5,-0.153511111,0.162084789,0
32,150000,OWN,3,HOMEIMPROVEMENT,C,8000,12,0.05,Y,6,0.002666667,0.041428571,0.114285714,0,0.928571429,0.5,-0.007949206,0.212832967,0
30,19200,OWN,-1,PERSONAL,A,2100,7.14,0.11,N,5,0.01203125,0.011666667,0.036,1,0.142857143,0.6,-0.132490873,0.222996407,0
32,150000,MORTGAGE,17,VENTURE,C,12000,12.99,0.08,Y,9,0.0064,0.181,0.274285714,0,0.928571429,0.8,-0.112830476,0.220802948,0
31,138000,MORTGAGE,0,PERSONAL,A,35000,7.49,0.25,N,5,0.063405797,0.011666667,0.6,0.5,0.142857143,0.6,0.256590752,0.182866159,1
35,73000,RENT,0,HOMEIMPROVEMENT,D,15000,15.57,0.21,N,8,0.043150685,0.011111111,0.214285714,0.5,0.571428571,0.5,-0.105898384,0.174721373,1
30,138000,MORTGAGE,13,HOMEIMPROVEMENT,B,10000,10.99,0.07,N,10,0.005072464,0.140909091,0.142857143,0.5,0.285714286,0.5,-0.13416651,0.161293909,1
29,62050,RENT,3,MEDICAL,E,15000,15.95,0.21,Y,8,0.050765512,0.041111111,0.428571429,0,1,1,-0.138786147,0.242565627,1
33,117300,MORTGAGE,3,MEDICAL,D,16000,15.99,0.12,N,5,0.016368286,0.041666667,0.457142857,0.5,0.571428571,1,-0.211666464,0.210016628,1
27,150000,MORTGAGE,4,VENTURE,C,6000,13.49,0.04,N,6,0.0016,0.051428571,0.137142857,0.5,0.428571429,0.8,-0.120426667,0.193099953,0
32,150000,MORTGAGE,16,PERSONAL,A,6000,7.49,0.04,N,9,0.0016,0.171,0.102857143,0.5,0.142857143,0.6,-0.150026667,0.171751856,0
27,86000,RENT,7,DEBTCONSOLIDATION,A,15000,6.91,0.17,N,5,0.029651163,0.081666667,0.171428571,0.5,0.142857143,0.4,-0.135970469,0.156040411,0
33,150000,MORTGAGE,12,EDUCATION,B,13125,12,0.09,N,9,0.007875,0.131,0.3375,0.5,0.285714286,0.9,-0.21617619,0.19426465,0
32,86400,RENT,2,VENTURE,A,15000,6.03,0.17,N,7,0.029513889,0.03125,0.342857143,0.5,0.142857143,0.8,-0.200203704,0.191148657,0
29,150000,MORTGAGE,1,MEDICAL,C,10000,13.49,0.07,N,10,0.004666667,0.020909091,0.285714286,0.5,0.428571429,1,-0.168724964,0.21060214,0
28,19200,OWN,2,PERSONAL,D,4700,15.31,0.24,Y,5,0.05875,0.031666667,0.080571429,0.5,1,0.6,-0.053596825,0.217067796,1
29,150000,MORTGAGE,4,MEDICAL,A,7200,7.29,0.05,N,7,0.0024,0.05125,0.205714286,0.5,0.142857143,1,-0.177735238,0.213230386,0
29,87000,RENT,1,HOMEIMPROVEMENT,B,15000,10.59,0.17,N,6,0.029310345,0.021428571,0.214285714,0.5,0.285714286,0.5,-0.127816092,0.164072411,0
30,150000,OWN,5,PERSONAL,D,5425,12,0.04,Y,5,0.001446667,0.061666667,0.093,0,1,0.6,-0.009630222,0.224307552,0
32,75000,RENT,6,HOMEIMPROVEMENT,B,15000,8.88,0.2,N,9,0.04,0.071,0.214285714,0.5,0.285714286,0.5,-0.143885714,0.160245277,1
33,150000,MORTGAGE,0,DEBTCONSOLIDATION,B,4000,10.37,0.03,N,7,0.0008,0.01125,0.045714286,0.5,0.285714286,0.4,-0.064546667,0.165196448,0
35,87000,RENT,6,VENTURE,B,15000,12,0.17,N,7,0.029310345,0.07125,0.342857143,0.5,0.285714286,0.8,-0.199387521,0.185790563,0
27,150000,MORTGAGE,11,PERSONAL,B,25000,10.36,0.17,N,7,0.028333333,0.12125,0.428571429,0.5,0.285714286,0.6,-0.21931746,0.166814994,0
29,150000,MORTGAGE,-1,DEBTCONSOLIDATION,A,14000,5.79,0.09,N,9,0.0084,0.011,0.16,0.5,0.142857143,0.4,-0.108411429,0.161072559,0
29,150000,MORTGAGE,14,VENTURE,A,12000,5.42,0.08,N,9,0.0064,0.151,0.274285714,0.5,0.142857143,0.8,-0.207687619,0.1872408,0
31,18996,OWN,6,HOMEIMPROVEMENT,C,7000,12,0.37,N,8,0.136344494,0.071111111,0.1,1,0.428571429,0.5,-0.167702447,0.206828417,1
27,150000,MORTGAGE,7,DEBTCONSOLIDATION,B,20000,12,0.13,N,9,0.017333333,0.081,0.228571429,0.5,0.285714286,0.4,-0.13631746,0.15522004,0
27,150000,MORTGAGE,2,MEDICAL,A,18000,12,0.12,N,5,0.0144,0.031666667,0.514285714,0.5,0.142857143,1,0.25799873,0.214400827,0
33,138000,MORTGAGE,18,HOMEIMPROVEMENT,G,25000,21.27,0.18,Y,10,0.032608696,0.190909091,0.357142857,0,1,0.5,-0.114842838,0.211730234,1
27,150000,MORTGAGE,3,EDUCATION,E,8000,17.19,0.05,Y,5,0.002666667,0.041666667,0.205714286,0,1,0.9,-0.058679365,0.239660282,0
33,18720,OWN,0,DEBTCONSOLIDATION,C,3500,13.16,0.19,Y,6,0.035523504,0.011428571,0.04,0.5,0.928571429,0.4,-0.020901506,0.209300425,1
34,150000,MORTGAGE,5,VENTURE,B,15000,11.86,0.1,N,9,0.01,0.061,0.342857143,0.5,0.285714286,0.8,-0.191504762,0.187631196,0
28,150000,MORTGAGE,4,EDUCATION,B,20000,12,0.13,N,8,0.017333333,0.051111111,0.514285714,0.5,0.285714286,0.9,0.244537566,0.199624865,0
32,150000,MORTGAGE,4,DEBTCONSOLIDATION,B,7800,11.86,0.05,N,9,0.0026,0.051,0.089142857,0.5,0.285714286,0.4,-0.087207619,0.161196147,0
28,150000,OWN,12,HOMEIMPROVEMENT,A,8500,6.76,0.06,N,8,0.0034,0.131111111,0.121428571,0.5,0.142857143,0.5,-0.136822011,0.163816046,0
34,78000,RENT,9,DEBTCONSOLIDATION,E,15000,16.4,0.19,N,5,0.036538462,0.101666667,0.171428571,0.5,0.714285714,0.4,-0.097426129,0.178729514,1
29,150000,MORTGAGE,9,HOMEIMPROVEMENT,B,12000,10.62,0.08,N,9,0.0064,0.101,0.171428571,0.5,0.285714286,0.5,-0.131497143,0.161962405,0
29,150000,MORTGAGE,0,HOMEIMPROVEMENT,C,10700,14.22,0.07,N,9,0.004993333,0.011,0.152857143,0.5,0.428571429,0.5,-0.090741079,0.171232398,0
28,150000,MORTGAGE,12,EDUCATION,C,10000,12,0.07,Y,6,0.004666667,0.131428571,0.257142857,0,0.928571429,0.9,-0.102577778,0.229586319,0
28,150000,MORTGAGE,5,HOMEIMPROVEMENT,A,15000,7.88,0.1,N,6,0.01,0.061428571,0.214285714,0.5,0.142857143,0.5,-0.144761905,0.164351776,0
34,90000,RENT,15,VENTURE,B,15000,11.12,0.17,N,5,0.028333333,0.161666667,0.342857143,0.5,0.285714286,0.8,-0.223238095,0.181395156,0
30,138000,MORTGAGE,3,EDUCATION,E,23975,17.93,0.17,N,7,0.02953442,0.04125,0.6165,0.5,0.714285714,0.9,0.238132988,0.207726123,1
29,138000,MORTGAGE,2,PERSONAL,E,24000,16.35,0.17,N,6,0.029565217,0.031428571,0.411428571,0.5,0.714285714,0.6,-0.156836439,0.186931053,1
32,150000,MORTGAGE,0,PERSONAL,E,24000,17.04,0.16,Y,9,0.0256,0.011,0.411428571,0,1,0.6,-0.087474286,0.222301406,0
33,150000,OWN,14,VENTURE,B,21000,11.83,0.14,N,9,0.0196,0.151,0.48,0.5,0.285714286,0.8,-0.25463619,0.183967946,0
30,150000,OWN,14,PERSONAL,B,24000,11.83,0.16,N,5,0.0256,0.151666667,0.411428571,0.5,0.285714286,0.6,-0.222128254,0.165017519,0
33,150000,OWN,17,PERSONAL,B,20000,11.48,0.13,N,7,0.017333333,0.18125,0.342857143,0.5,0.285714286,0.6,-0.209526984,0.163405566,0
29,90000,RENT,5,MEDICAL,C,15000,13.85,0.17,Y,10,0.028333333,0.060909091,0.428571429,0,0.928571429,1,-0.14379798,0.237671189,0
27,150000,OWN,0,EDUCATION,A,10000,8.59,0.07,N,6,0.004666667,0.011428571,0.257142857,0.5,0.142857143,0.9,-0.173434921,0.203661412,0
30,90000,RENT,10,HOMEIMPROVEMENT,D,15000,14.96,0.17,N,6,0.028333333,0.111428571,0.214285714,0.5,0.571428571,0.5,-0.128698413,0.169423698,0
34,150000,MORTGAGE,14,VENTURE,E,25000,16.7,0.17,Y,6,0.028333333,0.151428571,0.571428571,0,1,0.8,0.18431746,0.227667668,0
27,150000,MORTGAGE,1,VENTURE,B,12000,11.89,0.08,N,5,0.0064,0.021666667,0.274285714,0.5,0.285714286,0.8,-0.161770159,0.190323727,0
27,150000,MORTGAGE,4,PERSONAL,C,20000,12.84,0.13,Y,6,0.017333333,0.051428571,0.342857143,0,0.928571429,0.6,-0.083479365,0.213473898,0
29,150000,MORTGAGE,12,PERSONAL,A,7000,9.32,0.05,N,6,0.002333333,0.131428571,0.12,0.5,0.142857143,0.6,-0.14424127,0.172096891,0
28,150000,MORTGAGE,12,HOMEIMPROVEMENT,B,15000,11.89,0.1,N,9,0.01,0.131,0.214285714,0.5,0.285714286,0.5,-0.151885714,0.159396745,0
35,150000,MORTGAGE,5,DEBTCONSOLIDATION,C,15000,13.16,0.1,Y,7,0.01,0.06125,0.171428571,0,0.928571429,0.4,-0.022428571,0.207667248,0
28,92000,RENT,4,DEBTCONSOLIDATION,A,15000,7.9,0.16,N,9,0.026086957,0.051,0.171428571,0.5,0.142857143,0.4,-0.126842236,0.157727497,0
28,150000,MORTGAGE,11,HOMEIMPROVEMENT,A,15000,9.63,0.1,N,9,0.01,0.121,0.214285714,0.5,0.142857143,0.5,-0.160647619,0.161769799,0
27,150000,MORTGAGE,11,PERSONAL,A,9000,9.63,0.06,N,10,0.0036,0.120909091,0.154285714,0.5,0.142857143,0.6,-0.15091671,0.17136471,0
27,150000,MORTGAGE,11,VENTURE,B,8000,12.21,0.05,N,5,0.002666667,0.121666667,0.182857143,0.5,0.285714286,0.8,-0.163060317,0.18722707,0
28,150000,MORTGAGE,0,VENTURE,E,25000,15.25,0.17,Y,8,0.028333333,0.011111111,0.571428571,0,1,0.8,0.146899471,0.234079443,0
29,150000,MORTGAGE,2,HOMEIMPROVEMENT,B,16000,11.14,0.11,N,7,0.011733333,0.03125,0.228571429,0.5,0.285714286,0.5,-0.12955746,0.16445612,0
30,37800,RENT,4,MEDICAL,B,15050,9.99,0.4,N,7,0.159259259,0.05125,0.43,1,0.285714286,1,-0.307945326,0.224952216,1
30,150000,MORTGAGE,2,HOMEIMPROVEMENT,D,12000,11.86,0.08,Y,8,0.0064,0.031111111,0.171428571,0,1,0.5,-0.015717249,0.219522862,0
28,150000,MORTGAGE,6,VENTURE,A,10000,8.07,0.07,N,8,0.004666667,0.071111111,0.228571429,0.5,0.142857143,0.8,-0.173731217,0.190889929,0
30,150000,MORTGAGE,8,PERSONAL,A,5000,12,0.03,N,9,0.001,0.091,0.085714286,0.5,0.142857143,0.6,-0.123961905,0.174663232,0
31,29000,RENT,14,HOMEIMPROVEMENT,C,15075,12,0.52,N,10,0.270310345,0.150909091,0.215357143,1,0.428571429,0.5,-0.25546804,0.192876953,1
27,150792,MORTGAGE,11,PERSONAL,B,6000,11.71,0.04,N,9,0.001591596,0.121,0.102857143,0.5,0.285714286,0.6,-0.125262521,0.171525276,0
31,150996,MORTGAGE,13,VENTURE,A,10000,6.91,0.07,N,8,0.004635884,0.141111111,0.228571429,0.5,0.142857143,0.8,-0.192389675,0.188205346,0
31,151000,MORTGAGE,1,EDUCATION,C,21000,11.97,0.14,N,8,0.019470199,0.021111111,0.54,0.5,0.428571429,0.9,0.232535968,0.201181607,0
30,151800,MORTGAGE,14,HOMEIMPROVEMENT,C,17525,12.72,0.12,Y,7,0.013853755,0.15125,0.250357143,0,0.928571429,0.5,-0.076503858,0.20659499,0
31,152000,MORTGAGE,15,PERSONAL,A,15000,8.49,0.1,N,7,0.009868421,0.16125,0.257142857,0.5,0.142857143,0.6,-0.190774436,0.168039854,0
35,140004,MORTGAGE,6,PERSONAL,C,8400,12.98,0.06,Y,9,0.003599897,0.071,0.144,0,0.928571429,0.6,-0.032007592,0.215355123,1
35,153000,MORTGAGE,13,PERSONAL,B,9500,11.99,0.06,N,10,0.00372549,0.140909091,0.162857143,0.5,0.285714286,0.6,-0.14714065,0.168436822,0
33,153000,MORTGAGE,11,VENTURE,C,10000,14.79,0.07,Y,5,0.004575163,0.121666667,0.228571429,0,0.928571429,0.8,-0.084331155,0.223394359,0
28,18000,OWN,12,VENTURE,C,3500,14.22,0.19,N,5,0.036944444,0.131666667,0.08,1,0.428571429,0.8,-0.176010582,0.221937035,1
29,153000,OWN,13,VENTURE,B,3000,10.74,0.02,N,8,0.000392157,0.141111111,0.068571429,0.5,0.285714286,0.8,-0.137162776,0.190872852,0
32,153000,MORTGAGE,5,VENTURE,C,8400,12.84,0.05,N,9,0.002745098,0.061,0.192,0.5,0.428571429,0.8,-0.137912979,0.190797863,0
35,153660,MORTGAGE,3,HOMEIMPROVEMENT,A,24000,7.9,0.16,N,10,0.024990238,0.040909091,0.342857143,0.5,0.142857143,0.5,-0.177573154,0.165590518,0
35,154000,OWN,13,VENTURE,A,12000,6.92,0.08,N,5,0.006233766,0.141666667,0.274285714,0.5,0.142857143,0.8,-0.205154401,0.187568971,0
34,154000,MORTGAGE,4,PERSONAL,B,4000,10.37,0.03,N,8,0.000779221,0.051111111,0.068571429,0.5,0.285714286,0.6,-0.097265993,0.175995781,0
